Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Ad_Res_Avg
0,0.0,2,3,2,3,25.0,25.0,25.0,25.0,24,41,35,6,17,16,A,0,59.018761061946904,F,U,61655.0,26.333
1,10.0,3,13,2,9,11.0,11.0,8.62,11.0,19,88,80,6,15,23,S,1,71.0,M,H,56942.0,47.333
1,100.0,2,12,0,5,100.0,100.0,41.83,11.67,4,125,87,6,6,31,A,1,59.018761061946904,M,U,41608.89441680486,54.333
0,0.0,2,3,2,3,20.0,14.5,10.67,14.5,19,40,28,6,14,13,A,0,29.0,F,H,86282.0,22.667
1,10.0,1,1,1,1,25.0,25.0,25.0,25.0,19,19,10,4,7,5,F,0,59.018761061946904,F,H,86282.0,11.0
1,7.0,7,38,4,17,7.0,7.0,7.37,7.0,18,126,81,6,17,33,S,1,39.0,M,H,86282.0,42.333
1,4.0,9,19,5,9,5.0,4.22,4.47,4.2,18,81,58,6,17,23,S,1,59.018761061946904,F,U,41608.89441680486,34.333
0,0.0,3,3,2,2,15.0,8.33,8.33,5.0,17,33,24,5,12,10,S,1,59.018761061946904,F,U,41608.89441680486,20.667
1,25.0,4,13,2,3,25.0,25.0,22.69,25.0,6,113,104,7,17,28,A,0,62.0,F,U,59321.0,63.0
0,0.0,2,5,0,2,18.0,15.0,12.4,11.67,18,53,39,6,6,17,A,0,53.0,F,H,67201.0,27.333
1,12.0,3,16,1,6,12.0,12.0,10.38,12.0,15,80,60,5,14,23,A,1,56.0,F,H,67201.0,34.667
1,3.0,8,27,6,18,5.0,3.5,3.59,3.67,17,126,75,6,17,34,S,1,74.0,M,H,71014.0,39.333
1,10.0,3,38,3,14,15.0,13.0,10.11,13.0,17,89,93,4,11,20,S,1,72.0,M,U,71014.0,49.667
1,10.0,6,19,5,9,10.0,10.33,10.32,10.4,17,57,85,6,17,22,S,1,81.0,F,U,71014.0,56.0
0,0.0,1,17,0,9,10.0,13.0,8.53,11.67,18,113,69,5,5,27,A,1,44.0,F,U,66944.0,38.0
1,16.0,5,16,4,9,16.0,16.0,12.69,16.0,19,113,73,6,17,30,S,1,52.0,F,U,41608.89441680486,40.333
0,0.0,2,2,0,0,20.0,12.5,12.5,11.67,25,31,22,4,4,8,A,0,59.018761061946904,F,H,56988.0,17.667
0,0.0,6,14,4,7,12.0,10.33,8.36,10.5,15,56,51,6,17,21,S,1,22.0,M,H,87470.0,33.333
0,0.0,3,5,2,3,18.0,16.67,14.0,16.5,17,50,27,5,10,12,A,0,59.018761061946904,F,U,41608.89441680486,21.0
1,20.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,15,4,4,6,F,1,65.0,M,H,43191.0,14.0
0,0.0,2,6,2,5,15.0,15.0,10.0,15.0,16,65,49,6,16,19,A,0,65.0,M,H,43191.0,32.333
0,0.0,2,4,0,2,15.0,15.0,15.0,11.67,18,45,32,4,4,13,A,0,47.0,M,H,43191.0,21.667
1,10.0,3,20,1,13,10.0,6.67,5.55,5.0,18,124,74,5,13,30,A,1,84.0,M,H,43191.0,39.0
1,15.0,2,13,2,8,15.0,12.5,8.77,12.5,21,113,68,5,12,25,A,1,78.0,M,H,59014.0,36.0
0,0.0,3,7,1,4,25.0,21.67,18.57,20.0,19,111,65,6,17,28,A,0,82.0,F,U,41608.89441680486,37.667
1,15.0,4,13,2,6,20.0,15.25,12.31,12.5,18,81,64,6,17,25,A,1,82.0,M,H,59014.0,37.333
1,25.0,1,10,0,5,25.0,50.0,20.8,11.67,18,102,70,6,6,29,A,0,69.0,F,U,41608.89441680486,40.667
1,15.0,3,3,2,2,15.0,15.0,15.0,15.0,20,33,29,6,15,13,A,1,33.0,M,H,74207.0,24.0
0,0.0,3,3,3,3,12.0,10.67,10.67,10.67,16,23,23,6,11,9,N,1,53.0,F,H,81157.0,20.667
1,25.0,2,2,2,2,20.0,16.5,16.5,16.5,24,32,24,4,11,10,A,0,37.0,M,U,81157.0,19.667
0,0.0,4,29,3,11,18.0,16.0,10.03,16.0,17,128,59,4,13,22,S,1,85.0,M,H,79730.0,30.667
1,5.0,7,16,5,9,5.0,5.71,5.38,5.6,15,57,50,6,17,20,A,1,86.0,F,H,79730.0,32.333
1,20.0,2,21,1,13,15.0,15.0,7.62,15.0,26,130,70,4,12,29,A,1,63.0,M,H,81739.0,35.0
1,5.0,5,16,4,11,5.0,4.6,4.5,4.5,18,125,65,6,17,31,S,1,58.0,F,H,81739.0,36.333
1,20.0,6,7,4,5,20.0,17.5,16.43,20.0,16,41,40,6,16,15,S,1,59.018761061946904,M,U,41608.89441680486,30.0
1,5.0,4,5,3,3,6.0,4.75,5.8,4.67,16,24,24,6,11,9,N,1,75.0,F,H,114584.0,21.333
1,24.0,2,6,2,4,18.0,15.0,10.33,15.0,20,57,43,6,15,18,A,0,65.0,F,H,154945.0,29.0
0,0.0,2,5,0,1,25.0,27.5,22.0,11.67,25,75,37,4,4,14,A,0,86.0,M,H,154945.0,23.333
0,0.0,2,7,1,3,26.0,26.0,24.14,26.0,24,69,54,6,17,23,A,0,71.0,M,H,81042.0,33.333
1,25.0,2,8,2,4,15.0,8.5,8.0,8.5,18,45,41,6,17,18,A,0,71.0,M,H,81042.0,29.667
1,10.0,5,5,2,2,10.0,8.6,8.6,10.0,18,32,29,5,13,12,A,0,55.0,F,H,81042.0,22.667
0,0.0,3,22,0,7,5.0,5.0,3.82,11.67,15,130,43,3,3,15,A,0,82.0,M,U,76547.0,21.667
0,0.0,1,1,0,0,50.0,50.0,50.0,11.67,15,15,10,3,3,4,E,0,38.0,F,H,85150.0,9.333
1,10.0,3,13,1,10,10.0,8.33,6.15,10.0,17,122,69,6,16,29,S,1,59.018761061946904,F,U,41608.89441680486,37.667
0,0.0,4,14,4,12,15.0,10.5,6.29,10.5,24,126,69,6,16,32,A,1,43.0,F,H,62493.0,37.0
0,0.0,2,2,2,2,25.0,25.0,25.0,25.0,22,29,26,6,13,11,A,0,59.018761061946904,F,U,41608.89441680486,22.667
0,0.0,1,27,0,8,25.0,25.0,46.07,11.67,5,119,118,6,6,32,A,1,49.0,M,H,100789.0,64.333
0,0.0,7,13,4,7,14.0,12.29,10.69,12.0,18,93,58,6,16,23,A,1,58.0,F,U,41608.89441680486,35.333
1,15.0,5,10,3,6,15.0,11.0,9.2,11.67,21,53,44,6,17,18,A,1,28.0,F,H,72594.0,29.667
0,0.0,6,7,3,3,15.0,12.5,12.14,16.67,17,28,23,6,12,10,A,1,51.0,F,H,66725.0,19.333
0,0.0,1,7,0,3,15.0,15.0,9.71,11.67,18,97,56,4,4,21,A,0,59.018761061946904,M,U,41608.89441680486,30.667
1,7.0,8,17,5,8,6.0,9.25,7.94,9.2,18,77,62,6,17,23,S,1,63.0,F,U,73508.0,37.333
0,0.0,2,2,0,0,17.0,16.0,16.0,11.67,18,31,22,4,4,8,A,0,65.0,M,U,70097.0,18.333
0,0.0,4,18,2,14,10.0,8.5,4.61,8.5,21,127,69,5,15,30,A,1,87.0,F,H,86725.0,37.333
0,0.0,4,5,2,3,20.0,15.75,13.6,14.0,18,44,37,6,14,14,A,0,54.0,F,H,86725.0,27.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,18,4,7,6,F,0,35.0,F,H,86725.0,16.333
0,0.0,2,3,0,1,50.0,50.0,41.67,11.67,25,52,41,6,6,16,A,0,43.0,F,U,85253.0,28.0
0,0.0,2,4,1,2,25.0,15.5,9.75,25.0,18,41,31,6,14,13,A,0,67.0,F,H,105247.0,25.333
1,15.0,4,6,3,4,12.0,11.0,9.83,11.33,21,41,35,6,15,14,A,0,55.0,M,H,105247.0,26.0
0,0.0,2,7,1,5,20.0,20.0,12.29,20.0,20,100,60,6,12,23,A,0,75.0,F,H,105247.0,33.667
0,0.0,1,3,0,1,15.0,15.0,13.33,11.67,26,75,41,4,4,16,A,0,46.0,F,H,105247.0,24.333
1,10.0,4,5,2,2,10.0,10.0,10.0,10.0,17,52,21,1,5,8,E,0,59.018761061946904,M,U,41608.89441680486,13.667
0,0.0,4,8,2,3,10.0,10.5,9.63,10.0,15,57,62,6,14,21,A,0,59.018761061946904,F,U,41608.89441680486,38.333
0,0.0,1,1,1,1,100.0,100.0,100.0,100.0,16,16,16,5,7,6,F,0,59.018761061946904,M,U,41608.89441680486,16.333
1,10.0,2,16,1,7,10.0,10.0,5.44,10.0,19,103,66,4,12,26,A,1,80.0,F,U,98951.0,35.667
1,10.0,4,16,2,8,10.0,9.75,9.56,11.0,18,88,60,3,12,22,A,1,59.018761061946904,M,U,41608.89441680486,29.333
1,15.0,2,5,0,2,15.0,13.5,10.6,11.67,15,44,37,5,5,14,A,0,62.0,M,H,98951.0,27.333
0,0.0,1,6,0,2,32.0,32.0,56.17,11.67,18,77,77,6,6,22,A,0,59.018761061946904,F,U,41608.89441680486,43.667
1,10.0,2,6,2,4,20.0,17.5,11.33,17.5,17,53,45,6,17,18,A,0,55.0,M,U,41608.89441680486,30.667
0,0.0,2,10,2,6,17.0,16.0,9.5,16.0,21,57,49,6,14,19,S,1,54.0,F,H,30185.0,31.0
0,0.0,4,25,3,13,3.0,5.75,5.08,5.67,15,130,51,3,8,21,S,1,83.0,M,H,30185.0,25.333
0,0.0,1,1,0,0,15.0,15.0,15.0,11.67,20,20,12,3,3,5,F,0,59.018761061946904,F,U,30185.0,11.667
0,0.0,2,2,2,2,15.0,12.5,12.5,12.5,24,29,21,4,10,9,A,0,57.0,M,H,27184.0,17.333
0,0.0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,14,5,7,6,F,0,69.0,F,U,27184.0,13.667
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,13,3,6,5,N,0,59.018761061946904,M,U,41608.89441680486,12.0
1,5.0,4,15,2,11,5.0,8.75,5.27,5.0,25,128,61,3,13,26,S,1,71.0,F,H,27184.0,29.667
0,0.0,1,1,0,0,15.0,15.0,15.0,11.67,15,15,9,2,2,3,E,0,59.018761061946904,F,U,41608.89441680486,8.333
1,100.0,1,4,1,1,100.0,100.0,62.5,100.0,19,49,56,6,13,12,A,0,55.0,F,H,71979.0,43.0
1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,13,5,7,6,F,0,59.018761061946904,M,H,122735.0,13.333
1,30.0,3,3,1,1,40.0,30.67,30.67,25.0,16,23,23,6,12,10,N,0,59.018761061946904,F,U,122735.0,21.0
0,0.0,3,19,0,7,10.0,8.33,6.26,11.67,18,125,68,6,6,29,S,1,40.0,F,U,27897.0,38.333
0,0.0,5,5,1,1,13.0,12.2,12.2,10.0,18,33,29,6,15,13,A,0,59.018761061946904,F,U,41608.89441680486,24.0
0,0.0,3,19,1,12,5.0,5.0,3.79,5.0,17,111,66,4,10,24,S,1,59.018761061946904,F,U,41608.89441680486,35.0
0,0.0,10,12,7,7,15.0,12.7,11.58,11.14,17,36,32,6,16,14,S,1,45.0,F,H,36299.0,25.0
0,0.0,0,11,0,4,0.0,0.0,9.36,11.67,15,105,81,4,4,25,A,1,57.0,F,U,41608.89441680486,42.333
1,6.0,5,29,3,18,5.0,6.0,5.45,5.0,17,130,99,6,16,34,S,1,75.0,F,H,39604.0,49.667
1,10.0,4,4,3,3,25.0,11.25,11.25,12.67,16,33,30,6,13,11,A,0,59.018761061946904,M,U,41608.89441680486,24.667
0,0.0,1,2,1,2,15.0,15.0,12.5,15.0,17,40,14,2,6,7,E,0,59.018761061946904,F,U,41608.89441680486,10.0
0,0.0,2,8,2,6,50.0,47.5,39.38,47.5,17,101,75,5,15,31,A,0,79.0,F,U,41608.89441680486,38.0
1,30.0,2,2,1,1,30.0,27.5,27.5,25.0,18,24,21,6,11,9,N,0,50.0,F,U,40131.0,19.667
0,0.0,2,4,0,2,16.0,13.0,8.5,11.67,19,75,32,6,6,13,A,0,83.0,F,H,40131.0,21.333
0,0.0,6,25,4,20,8.0,6.67,5.68,6.75,18,127,80,5,15,32,S,1,87.0,M,H,40131.0,40.667
0,0.0,5,8,3,4,6.0,8.4,7.25,8.33,15,41,36,6,16,15,A,0,59.018761061946904,M,U,40131.0,27.667
0,0.0,5,9,2,3,15.0,14.2,10.89,12.0,15,45,39,6,17,17,S,1,79.0,F,U,41608.89441680486,28.667
1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,14,5,7,6,F,1,59.018761061946904,F,U,41608.89441680486,13.667
1,25.0,2,6,0,3,20.0,17.5,11.83,11.67,18,64,50,6,6,20,S,1,60.0,F,U,41449.0,32.333
1,11.0,3,11,0,5,10.0,9.33,6.0,11.67,18,92,58,6,6,22,S,1,59.018761061946904,F,U,41608.89441680486,34.0
0,0.0,4,15,1,6,17.0,16.0,14.07,15.0,26,67,54,5,16,22,A,1,47.0,M,H,41449.0,32.0
0,0.0,2,4,1,1,25.0,25.0,25.0,25.0,18,29,28,6,14,12,A,0,67.0,F,H,39838.0,23.667
1,10.0,4,22,4,12,4.0,6.5,4.45,6.5,15,122,36,4,12,18,S,1,78.0,F,U,41608.89441680486,20.333
1,30.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,13,3,6,5,N,0,59.018761061946904,F,U,41608.89441680486,12.0
1,36.0,1,3,0,2,26.0,26.0,20.67,11.67,26,67,46,5,5,17,A,0,72.0,F,H,25265.0,27.667
0,0.0,4,7,3,6,15.0,12.5,10.14,11.67,18,65,49,6,16,19,A,1,61.0,F,U,43729.0,32.0
0,0.0,2,11,2,6,17.0,16.0,7.64,16.0,18,104,59,6,17,26,A,0,55.0,M,H,43729.0,35.667
0,0.0,4,33,1,8,50.0,50.0,47.0,50.0,15,80,120,7,18,27,S,1,59.018761061946904,M,U,43729.0,70.667
0,0.0,3,3,1,2,17.0,16.67,16.67,18.0,13,20,27,8,10,10,F,0,68.0,M,H,43729.0,25.333
0,0.0,1,1,0,0,25.0,25.0,25.0,11.67,18,18,13,5,5,6,F,0,59.018761061946904,F,U,41608.89441680486,13.333
1,16.0,1,6,1,4,16.0,16.0,12.33,16.0,17,79,47,4,10,17,A,0,74.0,M,H,42011.0,28.0
1,11.0,4,8,2,4,11.0,11.25,8.88,11.0,15,104,57,6,14,23,A,0,55.0,M,H,42011.0,33.0
0,0.0,2,7,1,4,21.0,20.0,13.0,19.0,17,76,55,6,16,23,A,0,41.0,F,U,41608.89441680486,34.0
1,30.0,1,4,0,1,20.0,20.0,20.0,11.67,21,100,56,6,6,22,A,0,62.0,F,H,44965.0,33.0
1,20.0,2,2,2,2,16.0,13.0,13.0,13.0,23,30,22,4,10,9,A,0,66.0,F,H,44965.0,18.667
0,0.0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,20,6,11,9,N,0,69.0,M,U,44965.0,18.333
0,0.0,2,4,1,2,38.0,35.63,29.31,33.25,15,43,41,6,17,17,A,0,53.0,M,H,44965.0,29.667
1,10.0,2,12,1,5,10.0,10.0,7.58,10.0,18,93,60,6,15,25,A,0,77.0,M,U,41608.89441680486,34.667
0,0.0,3,4,1,2,15.0,11.67,10.0,15.0,16,45,34,6,13,13,A,0,31.0,M,H,59493.0,25.667
1,10.0,5,26,4,16,10.0,8.4,4.58,8.0,16,126,68,5,15,31,S,1,79.0,F,H,59493.0,37.333
0,0.0,1,14,0,12,20.0,20.0,6.57,11.67,26,129,69,4,4,26,A,1,52.0,M,H,59493.0,35.0
0,0.0,2,3,2,2,20.0,12.5,11.67,12.5,24,59,29,4,10,10,A,0,78.0,F,U,41608.89441680486,21.667
1,4.0,7,9,3,4,5.0,3.86,3.56,3.0,18,41,33,6,14,13,S,1,51.0,M,H,40935.0,26.0
1,11.0,8,16,3,8,5.0,5.25,5.44,5.0,15,75,58,6,17,23,S,1,82.0,F,H,40935.0,35.0
0,0.0,1,2,0,0,20.0,20.0,15.0,11.67,26,39,29,4,4,12,A,0,44.0,M,U,40935.0,22.0
1,5.0,2,3,0,0,20.0,15.0,12.0,11.67,18,32,28,6,6,13,A,0,41.0,M,H,40935.0,23.667
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,18,18,12,4,6,5,F,0,57.0,M,U,40935.0,12.333
1,10.0,4,20,3,13,10.0,12.5,7.85,10.0,17,130,115,5,15,33,A,1,74.0,F,H,50546.0,62.0
1,51.0,1,6,1,4,36.0,36.0,20.83,36.0,18,89,57,6,15,23,A,0,69.0,M,U,56916.0,34.0
1,10.0,3,12,1,6,6.0,12.67,8.33,14.0,15,121,70,6,15,30,A,0,60.0,F,U,41608.89441680486,40.333
1,10.0,1,8,1,6,10.0,10.0,10.63,10.0,23,92,59,6,15,24,A,1,50.0,F,U,27096.0,34.333
0,0.0,2,9,1,3,15.0,16.0,10.44,20.0,18,75,55,6,16,23,A,0,37.0,F,H,54425.0,34.0
1,11.0,4,16,3,9,10.0,8.5,5.56,8.0,16,130,74,6,15,29,A,0,65.0,F,H,54425.0,42.667
1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,20,20,15,4,7,6,F,0,34.0,F,U,41608.89441680486,14.0
1,15.0,4,4,2,2,10.0,10.0,10.0,10.0,15,28,25,5,11,10,A,1,59.018761061946904,F,U,37766.0,20.333
0,0.0,7,33,3,13,25.0,11.0,7.1,6.67,16,113,71,6,17,30,S,1,47.0,F,U,41608.89441680486,40.333
1,17.0,1,16,0,9,17.0,17.0,11.19,11.67,18,103,77,6,6,29,A,1,63.0,F,U,37766.0,40.667
1,48.0,6,69,2,14,25.0,21.33,17.33,19.0,10,111,124,5,16,30,S,1,59.018761061946904,F,H,48639.0,68.0
1,25.0,2,12,0,2,25.0,25.0,24.75,11.67,15,103,92,7,7,28,A,0,72.0,F,U,41608.89441680486,52.0
1,6.0,6,9,3,4,7.0,7.0,7.22,7.33,18,36,31,6,16,14,A,1,71.0,F,H,48639.0,24.667
1,10.0,3,12,1,6,10.0,10.67,9.75,10.0,18,79,58,6,16,24,S,1,79.0,F,U,41608.89441680486,34.333
1,15.0,7,23,3,10,5.0,5.71,9.17,9.33,16,68,46,4,14,19,S,1,77.0,F,H,48639.0,27.333
1,10.0,2,12,2,9,12.0,11.0,8.92,11.0,15,114,67,3,10,27,E,1,64.0,F,H,58656.0,34.667
1,6.0,6,14,4,9,6.0,6.17,5.71,6.0,19,105,62,6,16,27,A,0,64.0,M,H,58656.0,36.333
0,0.0,3,8,1,4,30.0,24.67,16.5,20.0,18,75,46,6,12,18,A,0,59.0,M,U,41608.89441680486,29.0
0,0.0,1,10,1,9,20.0,20.0,10.5,20.0,20,113,64,6,15,28,A,1,45.0,M,H,70789.0,36.0
0,0.0,3,9,2,5,5.0,10.0,10.11,10.0,18,65,55,6,16,21,S,1,64.0,F,H,70789.0,34.0
1,6.0,4,11,1,5,3.0,9.25,7.55,12.0,19,124,63,5,12,27,A,0,82.0,M,H,70789.0,34.0
1,10.0,2,2,1,1,15.0,12.5,12.5,10.0,18,32,24,4,11,10,A,0,35.0,F,U,35456.0,20.0
0,0.0,2,3,0,1,15.0,11.0,9.0,11.67,18,38,27,5,5,11,A,0,49.0,F,U,35456.0,22.333
0,0.0,5,10,4,5,8.0,5.8,5.7,5.5,19,41,35,6,15,14,A,1,59.018761061946904,M,U,31228.0,26.0
0,0.0,6,21,4,11,11.0,9.67,6.86,9.5,17,124,64,6,17,30,S,1,39.0,F,U,31228.0,37.333
1,20.0,2,10,0,2,15.0,12.5,9.7,11.67,19,109,72,6,6,31,A,0,51.0,F,H,31228.0,40.667
0,0.0,2,6,0,3,16.0,16.0,12.67,11.67,15,69,47,3,3,17,E,0,57.0,F,H,35000.0,28.0
0,0.0,2,8,1,4,25.0,25.0,16.25,25.0,15,115,65,5,14,29,A,1,58.0,F,H,35000.0,36.0
1,10.0,5,10,3,4,5.0,29.2,18.6,13.0,13,43,56,5,15,15,A,1,43.0,F,U,41608.89441680486,43.0
1,10.0,11,28,4,7,5.0,5.0,5.5,5.0,8,80,90,11,22,34,S,1,56.0,F,U,19203.0,54.0
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,13,3,6,5,F,0,35.0,F,H,69679.0,12.0
0,0.0,2,12,1,8,15.0,12.5,8.83,10.0,16,113,68,6,14,30,A,1,40.0,F,H,58656.0,37.333
1,12.0,4,12,3,7,10.0,13.0,11.25,13.33,18,65,55,6,17,23,S,1,51.0,M,H,58656.0,33.667
1,13.0,4,12,1,3,10.0,13.5,10.75,14.0,4,62,68,7,14,20,A,0,59.018761061946904,M,H,58656.0,50.333
1,10.0,4,13,1,6,10.0,10.0,7.31,10.0,19,80,59,6,15,24,A,1,81.0,F,H,91886.0,35.0
1,15.0,1,6,1,3,15.0,15.0,12.17,15.0,15,92,47,2,8,17,E,0,54.0,F,H,48209.0,27.333
0,0.0,5,9,2,2,10.0,10.8,9.78,11.5,18,56,45,6,16,19,A,0,49.0,F,U,48209.0,30.667
0,0.0,0,12,0,4,15.0,0.0,17.92,11.67,18,87,62,6,6,24,A,1,61.0,F,H,48209.0,29.333
1,30.0,1,1,1,1,30.0,30.0,30.0,30.0,24,24,22,5,9,8,N,0,59.018761061946904,M,U,41608.89441680486,18.0
1,15.0,1,6,0,5,20.0,20.0,21.17,11.67,17,88,58,6,6,22,A,1,56.0,F,H,48209.0,34.0
0,0.0,1,8,0,4,17.0,17.0,14.5,11.67,26,104,63,4,4,26,A,0,69.0,M,U,48209.0,34.0
0,0.0,8,13,4,5,4.0,8.25,8.46,12.5,17,45,43,6,17,17,A,0,62.0,F,U,41608.89441680486,29.667
0,0.0,2,3,2,2,15.0,13.5,10.67,13.5,20,38,32,6,13,12,A,0,75.0,M,U,41608.89441680486,25.667
1,10.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,15,4,4,5,F,0,58.0,M,U,56544.0,13.667
0,0.0,1,1,1,1,25.0,25.0,25.0,25.0,19,19,15,4,7,6,F,0,45.0,F,H,56544.0,14.0
0,0.0,3,11,2,7,10.0,10.67,8.09,11.0,18,76,56,6,15,20,S,1,74.0,F,U,41608.89441680486,33.667
1,5.0,4,7,3,5,5.0,9.25,7.86,10.67,6,53,48,8,16,18,A,0,78.0,F,H,56544.0,35.667
1,20.0,1,16,1,9,11.0,11.0,8.56,11.0,21,139,72,6,14,27,A,1,31.0,M,U,41608.89441680486,42.0
1,32.0,5,13,3,7,11.0,11.4,9.38,13.33,7,69,88,11,21,35,A,1,59.018761061946904,M,U,41608.89441680486,51.667
0,0.0,3,4,1,2,10.0,15.0,13.75,10.0,16,41,35,6,15,14,A,0,59.018761061946904,F,U,41608.89441680486,27.667
1,40.0,1,3,0,1,35.0,35.0,30.0,11.67,18,57,42,6,6,18,A,0,54.0,M,H,53637.0,29.0
0,0.0,4,15,3,12,5.0,5.25,4.73,5.0,17,122,65,6,15,28,S,1,28.0,M,U,40883.0,36.0
1,7.0,7,24,3,12,6.0,5.0,4.67,4.67,15,124,70,5,13,27,S,1,59.018761061946904,M,U,41608.89441680486,37.333
1,10.0,9,15,5,6,10.0,7.67,7.93,8.4,13,42,57,8,18,17,S,1,87.0,F,H,64766.0,47.333
0,0.0,2,9,1,4,22.0,21.0,13.0,20.0,18,84,58,6,15,23,S,1,87.0,F,U,36059.0,34.667
1,10.0,3,9,3,8,15.0,13.0,9.33,13.0,17,114,67,6,15,29,A,0,63.0,M,H,55548.0,37.667
0,0.0,3,8,3,6,10.0,23.67,17.75,23.67,17,88,58,6,17,25,S,1,70.0,F,H,46712.0,34.0
1,25.0,2,5,0,2,20.0,17.5,14.0,11.67,17,75,48,6,6,18,A,0,81.0,F,U,43714.0,30.0
1,7.0,3,3,1,1,11.0,7.67,7.67,5.0,18,24,20,6,11,9,N,0,51.0,F,U,40079.0,18.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,15,3,7,6,N,0,73.0,M,H,55179.0,13.0
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,48.0,F,H,45746.0,12.667
0,0.0,4,17,3,13,20.0,21.75,15.29,22.33,18,124,78,6,16,32,S,1,55.0,M,H,43346.0,42.333
0,0.0,2,12,2,9,20.0,20.0,9.08,20.0,24,125,66,6,14,29,A,1,59.018761061946904,M,U,41608.89441680486,35.0
1,10.0,5,10,3,5,10.0,8.0,8.9,8.33,18,54,46,6,17,19,A,1,74.0,F,U,41535.0,31.333
0,0.0,3,10,2,7,10.0,10.67,7.5,11.0,18,101,64,6,15,24,A,0,37.0,M,H,41535.0,37.667
1,11.0,6,32,2,13,12.0,11.33,10.72,11.5,18,109,76,6,17,30,S,1,45.0,M,H,57075.0,42.667
0,0.0,5,15,1,8,10.0,9.6,8.0,10.0,17,122,75,6,16,30,S,1,85.0,M,U,41608.89441680486,41.0
1,3.0,13,39,8,21,3.0,3.15,2.58,2.63,15,130,80,6,17,35,S,1,59.018761061946904,M,U,41608.89441680486,42.333
0,0.0,2,4,0,2,20.0,15.0,11.5,11.67,15,45,32,3,3,12,E,0,56.0,M,H,49747.0,22.333
1,12.0,2,28,1,11,10.0,13.5,8.07,13.0,26,124,58,2,10,24,A,1,59.0,F,H,46887.0,28.0
1,7.0,4,9,3,5,7.0,6.75,8.22,6.67,17,89,59,6,14,23,A,0,60.0,M,H,46887.0,34.333
0,0.0,3,8,0,4,15.0,12.33,9.0,11.67,15,81,58,6,6,20,S,1,35.0,M,H,46887.0,34.333
1,10.0,2,11,2,8,30.0,27.5,21.09,27.5,16,76,33,4,11,17,S,1,59.018761061946904,F,U,41608.89441680486,19.333
0,0.0,2,15,1,10,15.0,15.0,7.27,15.0,19,126,74,5,14,29,A,1,59.018761061946904,M,U,41608.89441680486,40.0
1,15.0,2,2,1,1,15.0,10.0,10.0,15.0,21,27,22,5,11,9,A,0,45.0,F,H,50395.0,19.333
0,0.0,4,8,2,3,10.0,7.0,5.25,6.5,19,45,40,6,16,16,A,0,33.0,F,H,44777.0,28.333
1,11.0,6,6,3,3,9.0,10.17,10.17,12.0,20,32,25,6,13,11,A,1,45.0,F,H,44777.0,21.0
1,4.0,8,32,6,15,6.0,5.88,5.94,6.5,19,92,73,7,18,28,S,1,72.0,F,H,65091.0,41.333
1,10.0,2,18,1,11,10.0,16.0,10.61,17.0,5,130,99,6,14,31,S,1,36.0,M,H,39562.0,54.333
1,30.0,1,2,0,1,25.0,25.0,37.5,11.67,18,44,37,6,6,15,A,0,59.018761061946904,M,U,61929.0,28.0
0,0.0,2,5,1,3,10.0,12.5,7.2,10.0,16,69,38,5,10,13,A,0,81.0,F,H,61929.0,25.333
1,20.0,1,3,1,1,20.0,20.0,16.67,20.0,16,23,20,6,10,8,N,0,51.0,F,U,41608.89441680486,19.0
1,4.0,4,17,2,9,5.0,3.75,3.12,4.0,17,126,63,5,12,26,A,1,64.0,M,H,37320.0,34.667
0,0.0,7,31,4,18,11.0,11.14,6.68,12.0,18,113,81,6,17,30,S,1,79.0,F,H,37320.0,44.0
0,0.0,1,11,0,6,25.0,25.0,15.45,11.67,18,113,69,6,6,30,A,1,59.018761061946904,M,U,45463.0,39.667
0,0.0,3,4,3,3,20.0,13.33,12.5,13.33,21,28,26,6,13,11,A,1,59.018761061946904,F,U,41608.89441680486,22.333
0,0.0,3,5,1,3,10.0,9.0,6.8,10.0,17,65,36,6,10,13,A,0,81.0,M,H,45463.0,25.0
1,21.0,2,2,2,2,15.0,15.0,15.0,15.0,24,29,22,4,10,9,A,0,59.018761061946904,F,U,41608.89441680486,18.333
